date,open,high,low,close,volume_usd
2011-03-18,0.8254,0.8506,0.71,0.8165,10971.33
2011-03-19,0.8165,0.8165,0.7313,0.765,7457.84
2011-03-20,0.765,0.79,0.7402,0.7522,4502.62
2011-03-21,0.7522,0.7724,0.7405,0.759,2780.46
2011-03-22,0.759,0.81,0.7405,0.809,9499.25
2011-03-23,0.809,0.85,0.78,0.8497,11029.25
2011-03-24,0.8497,0.9,0.8266,0.8669,12259.79
2011-03-25,0.8669,0.89,0.861,0.8838,4225.52
2011-03-26,0.8838,0.905,0.841,0.8552,10250.99
2011-03-27,0.8552,0.8721,0.8152,0.8275,4439.06
2011-03-28,0.8275,0.85,0.76,0.799,10141.7
2011-03-29,0.799,0.7997,0.7648,0.7925,3312.29
2011-03-30,0.7925,0.795,0.766,0.7897,2532.16
2011-03-31,0.7897,0.801,0.768,0.7846,5429.13
2011-04-01,0.7846,0.797,0.7741,0.7741,2483.68
2011-04-02,0.7741,0.7998,0.7741,0.782,1965.22
2011-04-03,0.782,0.7949,0.777,0.779,3074.74
2011-04-04,0.779,0.785,0.5619,0.68,21652.68
2011-04-05,0.68,0.7478,0.58,0.71,6522.71
2011-04-06,0.71,0.75,0.6902,0.74,6264.03
2011-04-07,0.74,0.7849,0.7205,0.7538,8178.15
2011-04-08,0.7538,0.799,0.7309,0.75,13854.65
2011-04-09,0.75,0.7676,0.7205,0.73,8940.95
2011-04-10,0.73,0.7589,0.71,0.7369,3946.43
2011-04-11,0.7369,0.799,0.7103,0.77,11255.95
2011-04-12,0.77,0.899,0.77,0.86,41333.09
2011-04-13,0.86,1.0,0.86,0.9225,40467.76
2011-04-14,0.9225,1.0,0.91,1.0,29643.63
2011-04-15,1.0,1.09,0.911,0.9899,50488.94
2011-04-16,0.9899,1.095,0.9541,1.05,30097.19
2011-04-17,1.05,1.14,1.026,1.112,26085.23
2011-04-18,1.112,1.2,1.11,1.162,31552.56
2011-04-19,1.162,1.198,1.144,1.198,14782.09
2011-04-20,1.198,1.198,1.13,1.142,24691.85
2011-04-21,1.142,1.21,1.14,1.21,46345.35
2011-04-22,1.21,1.41,1.189,1.409,50929.91
2011-04-23,1.409,1.95,1.32,1.7,103242.84
2011-04-24,1.7,1.95,1.6,1.631,36076.01
2011-04-25,1.631,1.701,1.521,1.559,21226.88
2011-04-26,1.559,1.795,1.53,1.795,40211.15
2011-04-27,1.795,1.95,1.72,1.9,62403.36
2011-04-28,1.9,2.65,1.66,2.211,203392.47
2011-04-29,2.211,2.95,2.21,2.88,148954.47
2011-04-30,2.88,4.15,2.75,3.55,214977.23
2011-05-01,3.55,3.87,2.5,3.033,143521.99
2011-05-02,3.033,3.495,3.029,3.2,59421.73
2011-05-03,3.2,3.49,3.11,3.41,56187.48
2011-05-04,3.41,3.58,3.25,3.406,59434.1
2011-05-05,3.406,3.45,3.333,3.333,52331.42
2011-05-06,3.333,3.61,3.29,3.452,80063.97
2011-05-07,3.452,3.7,3.425,3.641,64359.69
2011-05-08,3.641,3.937,3.63,3.866,79620.82
2011-05-09,3.866,3.9,3.691,3.8,43805.93
2011-05-10,3.8,5.99,3.8,5.81,266466.71
2011-05-11,5.81,6.065,4.6,5.5,281496.86
2011-05-12,5.5,6.49,5.22,6.3,184839.99
2011-05-13,6.3,8.45,6.3,8.198,478840.5
2011-05-14,8.198,8.9,5.83,7.198,435571.01
2011-05-15,7.198,7.78,6.2,6.987,123255.52
2011-05-16,6.987,8.5,6.75,8.034,343050.46
2011-05-17,8.034,8.389,6.98,7.19,265868.96
2011-05-18,7.19,7.5,6.6,6.88,181331.15
2011-05-19,6.88,7.34,6.607,6.811,170134.8
2011-05-20,6.811,7.1,5.577,5.59,278992.34
2011-05-21,5.59,6.52,5.577,6.12,185640.18
2011-05-22,6.12,6.759,5.99,6.69,154432.49
2011-05-23,6.69,7.45,6.69,7.15,250601.31
2011-05-24,7.15,7.51,6.96,7.42,211827.3
2011-05-25,7.42,9.33,7.216,8.4,510905.17
2011-05-26,8.4,8.987,8.01,8.798,244820.46
2011-05-27,8.798,8.83,8.5,8.5,125149.04
2011-05-28,8.5,8.7,8.11,8.3,103463.7
2011-05-29,8.3,8.49,8.102,8.43,62138.87
2011-05-30,8.43,9.0,8.25,8.8,154258.85
2011-05-31,8.8,9.5,8.1,8.741,406882.28
2011-06-01,8.741,9.699,8.3,9.57,400564.34
2011-06-02,9.57,10.89,9.5,10.6,415112.72
2011-06-03,10.6,14.5,10.58,14.29,954513.51
2011-06-04,14.29,18.89,14.04,18.89,729670.84
2011-06-05,18.89,19.0,16.2,16.7,420612.46
2011-06-06,16.7,19.23,16.45,18.55,1016927.39
2011-06-07,18.55,24.32,18.26,23.92,1068903.34
2011-06-08,23.92,31.91,22.21,29.6,2858820.38
2011-06-09,29.6,31.5,26.15,28.92,1861589.62
2011-06-10,28.92,29.4,20.01,23.95,2274786.4
2011-06-11,23.95,23.99,13.0,14.65,2146587.95
2011-06-12,14.65,24.99,10.25,18.55,2451134.57
2011-06-13,18.55,24.5,16.0,19.84,1476239.61
2011-06-14,19.84,20.5,18.0,19.28,696003.98
2011-06-15,19.28,20.0,19.02,19.49,545336.14
2011-06-16,19.49,19.89,17.0,17.0,927743.43
2011-06-17,17.0,18.34,13.0,15.68,1684353.21
2011-06-18,15.68,16.95,15.05,16.89,569949.33
2011-06-19,16.89,18.88,16.85,17.51,536267.37
2011-06-20,17.51,17.51,17.51,17.51,0.0
2011-06-21,17.51,17.51,17.51,17.51,0.0
2011-06-22,17.51,17.51,17.51,17.51,0.0
2011-06-23,17.51,17.51,17.51,17.51,0.0
2011-06-24,17.51,17.51,17.51,17.51,0.0
2011-06-25,17.51,17.51,17.51,17.51,0.0
2011-06-26,17.51,17.51,14.01,16.45,234621.8
2011-06-27,16.45,18.0,15.0,16.75,535096.38
2011-06-28,16.75,17.52,16.5,16.95,413032.23
2011-06-29,16.95,17.2,16.67,16.85,355303.17
2011-06-30,16.85,17.0,15.73,16.1,577145.57
2011-07-01,16.1,16.74,15.26,15.4,529197.5
2011-07-02,15.4,15.8,15.27,15.4,302134.72
2011-07-03,15.4,15.69,15.31,15.44,259875.5
2011-07-04,15.44,15.49,13.14,13.86,756913.61
2011-07-05,13.86,15.0,11.0,12.91,1076305.48
2011-07-06,12.91,16.5,12.67,14.8,1655319.63
2011-07-07,14.8,15.9,14.5,14.78,825452.26
2011-07-08,14.78,15.64,13.9,14.31,500143.36
2011-07-09,14.31,14.7,14.02,14.38,171329.27
2011-07-10,14.38,15.68,14.35,14.9,682903.17
2011-07-11,14.9,15.2,13.8,14.21,706457.54
2011-07-12,14.21,14.64,13.9,14.01,372986.56
2011-07-13,14.01,14.15,13.91,13.95,145032.08
2011-07-14,13.95,14.07,13.7,14.0,245982.12
2011-07-15,14.0,14.09,13.5,13.81,344982.09
2011-07-16,13.81,13.81,13.5,13.72,235142.96
2011-07-17,13.72,13.75,13.02,13.16,458510.19
2011-07-18,13.16,13.92,12.51,13.48,988903.25
2011-07-19,13.48,14.7,13.44,13.85,948485.74
2011-07-20,13.85,14.0,13.4,13.71,317332.27
2011-07-21,13.71,13.78,13.4,13.61,341665.51
2011-07-22,13.61,13.81,13.45,13.7,207044.17
2011-07-23,13.7,13.76,13.51,13.68,306380.16
2011-07-24,13.68,14.1,13.6,13.98,369041.83
2011-07-25,13.98,14.72,13.76,14.05,448277.2
2011-07-26,14.05,14.05,13.77,13.88,233585.07
2011-07-27,13.88,14.13,13.85,13.94,160645.51
2011-07-28,13.94,13.94,13.31,13.49,445690.56
2011-07-29,13.49,13.7,13.33,13.5,98020.73
2011-07-30,13.5,13.63,13.45,13.53,82590.44
2011-07-31,13.53,14.9,12.83,13.35,618135.49
2011-08-01,13.35,13.55,12.85,13.09,286373.01
2011-08-02,13.09,13.1,11.5,12.05,709463.13
2011-08-03,12.05,12.16,8.7,9.26,943628.16
2011-08-04,9.26,11.15,9.26,10.75,529876.38
2011-08-05,10.75,10.99,9.5,9.8,315866.95
2011-08-06,9.8,9.95,5.742,6.55,801213.09
2011-08-07,6.55,9.47,6.01,7.9,693796.99
2011-08-08,7.9,8.16,7.055,7.8,263570.17
2011-08-09,7.8,12.1,7.671,9.99,1112123.77
2011-08-10,9.99,10.4,9.5,10.0,242598.48
2011-08-11,10.0,10.5,8.451,9.462,550577.9
2011-08-12,9.462,9.8,8.91,9.461,387476.18
2011-08-13,9.461,10.25,9.28,10.13,291543.09
2011-08-14,10.13,11.24,9.62,10.8,468353.92
2011-08-15,10.8,11.89,10.72,11.15,431203.74
2011-08-16,11.15,11.32,10.81,10.96,169357.91
2011-08-17,10.96,11.1,10.66,10.95,249104.68
2011-08-18,10.95,11.05,10.81,10.83,89515.25
2011-08-19,10.83,11.81,10.83,11.65,384289.85
2011-08-20,11.65,11.69,11.4,11.45,113880.29
2011-08-21,11.45,11.51,11.31,11.31,99220.98
2011-08-22,11.31,11.5,10.51,10.9,407895.14
2011-08-23,10.9,11.3,10.81,10.94,141019.12
2011-08-24,10.94,11.08,10.83,10.85,85516.18
2011-08-25,10.85,10.89,9.1,9.657,555232.04
2011-08-26,9.657,9.889,7.642,8.179,718309.61
2011-08-27,8.179,9.11,8.121,8.59,189777.38
2011-08-28,8.59,9.481,8.448,9.07,216706.8
2011-08-29,9.07,9.27,8.65,8.969,193411.58
2011-08-30,8.969,9.0,8.55,8.791,103338.64
2011-08-31,8.791,8.791,8.01,8.2,164091.75
2011-09-01,8.2,8.36,8.1,8.21,97874.32
2011-09-02,8.21,8.714,8.21,8.64,141975.29
2011-09-03,8.64,8.69,8.363,8.48,59247.46
2011-09-04,8.48,8.49,7.85,8.178,160817.86
2011-09-05,8.178,8.191,7.25,7.611,234672.81
2011-09-06,7.611,7.657,6.122,6.863,555289.15
2011-09-07,6.863,7.599,6.53,7.186,348836.47
2011-09-08,7.186,7.198,6.512,6.53,216888.8
2011-09-09,6.53,6.577,4.18,5.03,1154614.0
2011-09-10,5.03,5.49,4.63,4.774,223562.81
2011-09-11,4.774,7.4,4.6,5.864,873010.62
2011-09-12,5.864,6.582,5.412,6.078,385739.57
2011-09-13,6.078,6.085,5.7,5.8,138683.87
2011-09-14,5.8,5.847,5.325,5.619,243197.99
2011-09-15,5.619,5.619,4.44,4.84,429502.82
2011-09-16,4.84,4.99,4.61,4.82,152408.86
2011-09-17,4.82,4.93,4.7,4.77,97582.5
2011-09-18,4.77,5.6,4.721,5.2,229468.56
2011-09-19,5.2,5.644,4.9,5.46,263597.81
2011-09-20,5.46,6.795,5.451,6.112,713430.51
2011-09-21,6.112,6.287,5.06,5.637,383918.87
2011-09-22,5.637,5.83,5.29,5.442,175258.6
2011-09-23,5.442,5.707,5.415,5.547,312415.06
2011-09-24,5.547,5.641,5.32,5.468,97847.53
2011-09-25,5.468,5.49,5.322,5.33,51288.1
2011-09-26,5.33,5.4,4.721,4.87,277987.42
2011-09-27,4.87,5.13,4.781,4.916,121363.67
2011-09-28,4.916,4.969,4.625,4.772,146110.79
2011-09-29,4.772,4.8,4.674,4.779,66817.42
2011-09-30,4.779,5.35,4.743,5.14,208038.75
2011-10-01,5.14,5.249,4.861,5.032,118531.66
2011-10-02,5.032,5.1,4.91,5.027,52128.14
2011-10-03,5.027,5.04,4.889,5.024,85880.9
2011-10-04,5.024,5.025,4.919,4.96,78377.76
2011-10-05,4.96,5.025,4.831,4.88,86107.57
2011-10-06,4.88,4.9,4.499,4.734,256723.54
2011-10-07,4.734,4.796,3.782,4.273,418394.5
2011-10-08,4.273,4.34,3.825,4.008,159656.28
2011-10-09,4.008,4.389,4.008,4.103,158762.14
2011-10-10,4.103,4.2,4.01,4.1,69188.53
2011-10-11,4.1,4.1,3.85,3.931,162268.55
2011-10-12,3.931,4.45,3.901,4.15,282490.41
2011-10-13,4.15,4.2,4.002,4.046,80377.29
2011-10-14,4.046,4.115,3.948,3.988,80464.14
2011-10-15,3.988,4.05,3.709,3.842,163851.34
2011-10-16,3.842,3.897,3.4,3.557,131714.02
2011-10-17,3.557,3.74,2.26,2.56,591902.29
2011-10-18,2.56,2.9,2.31,2.419,229826.43
2011-10-19,2.419,2.536,2.04,2.27,232324.78
2011-10-20,2.27,2.391,2.22,2.348,113046.17
2011-10-21,2.348,2.72,2.327,2.57,185287.36
2011-10-22,2.57,3.3,2.551,3.159,361119.43
2011-10-23,3.159,3.2,2.95,3.17,114141.15
2011-10-24,3.17,3.195,2.481,2.545,258830.29
2011-10-25,2.545,3.04,2.44,2.771,278159.03
2011-10-26,2.771,2.849,2.65,2.773,80877.09
2011-10-27,2.773,3.09,2.731,3.04,171312.36
2011-10-28,3.04,3.255,2.905,3.19,162799.02
2011-10-29,3.19,3.827,3.14,3.581,281958.01
2011-10-30,3.581,3.65,3.2,3.27,171427.94
2011-10-31,3.27,3.316,3.066,3.248,98715.59
2011-11-01,3.248,3.35,3.07,3.15,120727.88
2011-11-02,3.15,3.44,3.141,3.254,104522.18
2011-11-03,3.254,3.28,3.1,3.152,78756.92
2011-11-04,3.152,3.21,3.011,3.109,123573.81
2011-11-05,3.109,3.15,2.85,2.97,159571.87
2011-11-06,2.97,3.0,2.92,2.96,51037.1
2011-11-07,2.96,3.032,2.95,3.007,71961.1
2011-11-08,3.007,3.21,3.006,3.036,186440.23
2011-11-09,3.036,3.11,2.887,2.95,156655.49
2011-11-10,2.95,2.969,2.8,2.869,97395.46
2011-11-11,2.869,3.11,2.823,3.08,133312.03
2011-11-12,3.08,3.11,3.01,3.031,62326.04
