pair,direction,entry_time,exit_time,entry_price,initial_risk,exit_reason,n_levels_hit,fraction_via_tp,r_gross,cost_r,commission_r,r_net,leverage_ratio,risk_dollars,effective_risk_pct,leverage_capped,dollar_pnl,balance_after
USD_JPY,DOWN,2023-11-03 21:40:00+09:00,2023-11-04 05:55:00+09:00,149.431,0.358354,WEEKEND_NO_TP,0,0.0,0.022324,0.044649,0.01668,-0.039004,416.992113,10.0,0.01,False,-0.390039,999.609961
USD_JPY,DOWN,2023-11-15 02:15:00+09:00,2023-11-15 03:25:00+09:00,150.721,0.110857,SL_INITIAL_NO_TP,0,0.0,1.550009,0.189433,0.054384,1.306192,1359.594897,9.9961,0.01,False,13.056829,1012.66679
USD_JPY,DOWN,2023-11-15 03:30:00+09:00,2023-11-15 04:40:00+09:00,150.525,0.066969,SL_INITIAL_NO_TP,0,0.0,1.639571,0.313576,0.089907,1.236088,2247.669776,10.126668,0.01,False,12.51745,1025.18424
USD_JPY,DOWN,2023-11-15 05:20:00+09:00,2023-11-15 05:45:00+09:00,150.338,0.075287,SL_INITIAL_NO_TP,0,0.0,1.380022,0.278934,0.079875,1.021213,1996.876696,10.251842,0.01,False,10.469314,1035.653554
EUR_JPY,UP,2023-11-15 09:05:00+09:00,2023-11-15 12:00:00+09:00,163.754,0.130163,SL_INITIAL_NO_TP,0,0.0,0.819582,0.192067,0.050323,0.577192,1258.07011,10.356536,0.01,False,5.977711,1041.631266
AUD_JPY,UP,2023-11-15 11:10:00+09:00,2023-11-15 12:05:00+09:00,97.791,0.094669,SL_INITIAL_NO_TP,0,0.0,1.569573,0.285203,0.041319,1.243051,1032.974943,10.356536,0.01,False,12.873698,1054.504964
AUD_JPY,UP,2023-11-15 14:05:00+09:00,2023-11-15 14:25:00+09:00,97.874,0.042454,SL_INITIAL_NO_TP,0,0.0,0.276584,0.635977,0.092216,-0.451608,2305.393523,10.54505,0.01,False,-4.762233,1049.74273
AUD_JPY,UP,2023-11-15 14:30:00+09:00,2023-11-15 14:55:00+09:00,97.918,0.080308,SL_INITIAL_NO_TP,0,0.0,0.544627,0.336206,0.048771,0.15965,1219.280769,10.497427,0.01,False,1.675919,1051.418649
AUD_JPY,UP,2023-11-15 15:00:00+09:00,2023-11-15 15:35:00+09:00,97.957,0.047659,SL_INITIAL_NO_TP,0,0.0,0.586306,0.566519,0.082214,-0.062426,2055.350979,10.514186,0.01,False,-0.656362,1050.762287
AUD_JPY,UP,2023-11-15 15:40:00+09:00,2023-11-15 16:00:00+09:00,97.998,0.045157,SL_INITIAL_NO_TP,0,0.0,-1.0,0.597909,0.086806,-1.684715,2170.144716,10.507623,0.01,False,-17.70235,1033.059937
EUR_JPY,UP,2023-11-15 17:10:00+09:00,2023-11-15 17:30:00+09:00,163.916,0.173649,SL_INITIAL_NO_TP,0,0.0,-1.0,0.143969,0.037758,-1.181727,943.949764,10.330599,0.01,False,-12.207943,1020.851994
AUD_JPY,UP,2023-11-15 17:15:00+09:00,2023-11-15 17:30:00+09:00,98.076,0.060204,SL_INITIAL_NO_TP,0,0.0,0.277377,0.448471,0.065162,-0.236256,1629.047663,10.330599,0.01,False,-2.440668,1018.411327
AUD_JPY,UP,2023-11-15 20:15:00+09:00,2023-11-15 21:05:00+09:00,98.061,0.068626,SL_INITIAL_NO_TP,0,0.0,0.757191,0.393434,0.057156,0.3066,1428.910145,10.184113,0.01,False,3.122447,1021.533773
USD_JPY,DOWN,2023-11-15 22:05:00+09:00,2023-11-15 22:30:00+09:00,150.339,0.097133,SL_INITIAL_NO_TP,0,0.0,-1.0,0.216199,0.061911,-1.278109,1547.766682,10.215338,0.01,False,-13.056319,1008.477454
AUD_JPY,UP,2023-11-15 22:10:00+09:00,2023-11-15 22:30:00+09:00,98.144,0.066087,SL_INITIAL_NO_TP,0,0.0,-1.0,0.408553,0.059403,-1.467956,1485.074312,10.215338,0.01,False,-14.995664,993.48179
USD_JPY,UP,2023-11-15 22:40:00+09:00,2023-11-16 04:25:00+09:00,150.873,0.39271,SL_INITIAL_NO_TP,0,0.0,1.262734,0.053475,0.015367,1.193892,384.183979,9.934818,0.01,False,11.861099,1028.922194
AUD_JPY,UP,2023-11-15 23:15:00+09:00,2023-11-16 01:10:00+09:00,98.195,0.224224,SL_INITIAL_NO_TP,0,0.0,1.347517,0.120415,0.017517,1.209585,437.932464,9.934818,0.01,False,12.017003,1005.498793
EUR_JPY,UP,2023-11-16 00:05:00+09:00,2023-11-16 03:30:00+09:00,163.915,0.193131,SL_INITIAL_NO_TP,0,0.0,0.773216,0.129446,0.033949,0.609821,848.724441,9.934818,0.01,False,6.05846,1011.557253
AUD_JPY,UP,2023-11-16 01:25:00+09:00,2023-11-16 07:25:00+09:00,98.506,0.108481,SL_INITIAL_NO_TP,0,0.0,0.0,0.248891,0.036322,-0.285213,908.046022,10.054988,0.01,False,-2.86781,1007.786261
EUR_JPY,UP,2023-11-16 03:40:00+09:00,2023-11-16 04:05:00+09:00,164.096,0.045258,SL_INITIAL_NO_TP,0,0.0,1.486538,0.552391,0.145032,0.789115,3625.807083,6.974704,0.006895,True,5.503842,1017.061095
USD_JPY,UP,2023-11-16 05:05:00+09:00,2023-11-16 05:10:00+09:00,151.391,0.027822,SL_INITIAL_NO_TP,0,0.0,-1.0,0.754804,0.217658,-1.972462,5441.45518,4.727238,0.004594,True,-9.3243,1019.597895
EUR_JPY,UP,2023-11-16 05:20:00+09:00,2023-11-16 07:05:00+09:00,164.201,0.052898,SL_INITIAL_NO_TP,0,0.0,0.852088,0.47261,0.124165,0.255313,3104.122781,8.211643,0.008054,True,2.096537,1010.654072
USD_JPY,UP,2023-11-16 06:15:00+09:00,2023-11-16 07:00:00+09:00,151.414,0.038525,SL_INITIAL_NO_TP,0,0.0,-1.0,0.545104,0.157212,-1.702316,3930.300901,6.485495,0.006361,True,-11.04036,1008.557535
EUR_JPY,UP,2023-11-16 17:05:00+09:00,2023-11-16 17:40:00+09:00,164.174,0.103878,SL_INITIAL_NO_TP,0,0.0,0.815336,0.240668,0.063218,0.51145,1580.457751,10.077863,0.01,False,5.154319,1012.940581
GBP_JPY,DOWN,2023-11-17 16:45:00+09:00,2023-11-17 18:05:00+09:00,186.29,0.175601,SL_INITIAL_NO_TP,0,0.0,4.115176,0.165147,0.042435,3.907594,1060.869226,10.129406,0.01,False,39.58161,1052.522191
USD_JPY,DOWN,2023-11-17 17:40:00+09:00,2023-11-17 18:15:00+09:00,150.092,0.114533,SL_INITIAL_NO_TP,0,0.0,3.962731,0.183354,0.052419,3.726958,1310.472741,10.129406,0.01,False,37.751869,1090.27406
GBP_JPY,DOWN,2023-11-17 18:10:00+09:00,2023-11-17 18:45:00+09:00,185.441,0.278007,SL_INITIAL_NO_TP,0,0.0,-1.0,0.104314,0.026682,-1.130996,667.038018,10.525222,0.01,False,-11.903979,1078.370081
USD_JPY,DOWN,2023-11-17 18:20:00+09:00,2023-11-17 19:25:00+09:00,149.634,0.156674,SL_INITIAL_NO_TP,0,0.0,1.377759,0.134036,0.038203,1.20552,955.065062,10.902741,0.01,False,13.143475,1091.513555
USD_JPY,DOWN,2023-11-17 19:40:00+09:00,2023-11-17 20:35:00+09:00,149.255,0.265936,SL_INITIAL_NO_TP,0,0.0,-1.0,0.078966,0.02245,-1.101416,561.244812,10.915136,0.01,False,-12.022108,1079.491448
USD_JPY,DOWN,2023-11-17 21:10:00+09:00,2023-11-17 21:55:00+09:00,149.454,0.123085,SL_INITIAL_NO_TP,0,0.0,1.304153,0.170614,0.048569,1.08497,1214.233361,10.794914,0.01,False,11.71216,1091.203607
USD_JPY,DOWN,2023-11-17 22:10:00+09:00,2023-11-17 22:30:00+09:00,149.219,0.225349,SL_INITIAL_NO_TP,0,0.0,-1.0,0.093189,0.026487,-1.119676,662.168459,10.912036,0.01,False,-12.21794,1078.985668
EUR_JPY,UP,2023-12-11 19:20:00+09:00,2023-12-11 20:50:00+09:00,157.517,0.154115,SL_INITIAL_NO_TP,0,0.0,-1.0,0.162216,0.040883,-1.203099,1022.073951,10.789857,0.01,False,-12.98127,1065.63056
GBP_JPY,UP,2023-12-11 20:05:00+09:00,2023-12-11 20:30:00+09:00,183.884,0.151015,SL_INITIAL_NO_TP,0,0.0,0.206094,0.192034,0.048706,-0.034647,1217.656755,10.789857,0.01,False,-0.373837,1078.611831
USD_JPY,UP,2023-12-11 21:05:00+09:00,2023-12-11 21:40:00+09:00,146.258,0.156252,SL_INITIAL_NO_TP,0,0.0,0.946728,0.134399,0.037442,0.774888,936.041358,10.656306,0.01,False,8.257439,1079.623938
EUR_JPY,UP,2023-12-11 21:05:00+09:00,2023-12-11 21:35:00+09:00,157.495,0.166323,SL_INITIAL_NO_TP,0,0.0,0.726454,0.15031,0.037877,0.538267,946.920928,10.656306,0.01,False,5.735938,1071.366498
GBP_JPY,UP,2023-12-11 21:30:00+09:00,2023-12-11 22:00:00+09:00,184.206,0.139027,SL_INITIAL_NO_TP,0,0.0,-1.0,0.208592,0.052998,-1.26159,1324.960889,10.656306,0.01,False,-13.443891,1066.180047
USD_JPY,UP,2023-12-11 21:45:00+09:00,2023-12-11 22:00:00+09:00,146.363,0.079419,SL_INITIAL_NO_TP,0,0.0,0.409964,0.264419,0.073716,0.071829,1842.911774,10.796239,0.01,False,0.775484,1066.95553
EUR_JPY,UP,2023-12-11 21:45:00+09:00,2023-12-11 22:10:00+09:00,157.474,0.082056,SL_INITIAL_NO_TP,0,0.0,0.826528,0.304669,0.076764,0.445096,1919.097344,10.796239,0.01,False,4.805359,1071.76089
USD_JPY,UP,2023-12-11 22:05:00+09:00,2023-12-11 22:30:00+09:00,146.45,0.142801,SL_INITIAL_NO_TP,0,0.0,-1.0,0.147058,0.041022,-1.18808,1025.553555,10.669555,0.01,False,-12.676285,1059.084604
USD_JPY,UP,2023-12-12 00:15:00+09:00,2023-12-12 01:45:00+09:00,146.335,0.252149,SL_INITIAL_NO_TP,0,0.0,0.435115,0.083284,0.023214,0.328617,580.350478,10.590846,0.01,False,3.480337,1062.564941
EUR_JPY,UP,2023-12-19 15:10:00+09:00,2023-12-19 15:35:00+09:00,156.796,0.119094,SL_INITIAL_NO_TP,0,0.0,1.08531,0.209919,0.052663,0.822728,1316.577411,10.625649,0.01,False,8.742024,1071.306965
USD_JPY,UP,2023-12-19 16:05:00+09:00,2023-12-19 18:05:00+09:00,143.882,0.408766,SL_INITIAL_NO_TP,0,0.0,1.640013,0.051374,0.01408,1.57456,351.991176,10.71307,0.01,False,16.868366,1088.175331
EUR_JPY,UP,2023-12-19 16:05:00+09:00,2023-12-19 18:20:00+09:00,157.242,0.437665,SL_INITIAL_NO_TP,0,0.0,2.321247,0.057121,0.014371,2.249755,359.274377,10.71307,0.01,False,24.101778,1137.666911
AUD_JPY,UP,2023-12-19 16:05:00+09:00,2023-12-19 18:05:00+09:00,96.608,0.252896,SL_INITIAL_NO_TP,0,0.0,2.492027,0.106763,0.01528,2.369984,382.006185,10.71307,0.01,False,25.389803,1113.565134
AUD_JPY,UP,2023-12-19 18:10:00+09:00,2023-12-19 19:55:00+09:00,97.313,0.132064,SL_INITIAL_NO_TP,0,0.0,1.657374,0.204447,0.029475,1.423452,736.864423,11.135651,0.01,False,15.851066,1139.636136
USD_JPY,UP,2023-12-19 18:15:00+09:00,2023-12-19 18:25:00+09:00,144.587,0.108606,SL_INITIAL_NO_TP,0,0.0,-1.0,0.19336,0.053252,-1.246612,1331.303708,11.135651,0.01,False,-13.881841,1123.78507
USD_JPY,UP,2023-12-19 19:05:00+09:00,2023-12-19 19:55:00+09:00,144.51,0.083274,SL_INITIAL_NO_TP,0,0.0,4.115728,0.252179,0.069414,3.794135,1735.349619,11.237851,0.01,False,42.637923,1182.274059
EUR_JPY,UP,2023-12-19 19:05:00+09:00,2023-12-19 19:55:00+09:00,158.114,0.146811,SL_INITIAL_NO_TP,0,0.0,2.41974,0.170287,0.04308,2.206373,1076.99224,11.237851,0.01,False,24.794893,1207.068952
USD_JPY,UP,2023-12-19 20:05:00+09:00,2023-12-19 20:15:00+09:00,144.813,0.07963,SL_INITIAL_NO_TP,0,0.0,-1.0,0.263719,0.072743,-1.336462,1818.571771,12.07069,0.01,False,-16.132022,1190.93693
EUR_JPY,UP,2023-12-19 20:05:00+09:00,2023-12-19 20:15:00+09:00,158.39,0.088175,SL_INITIAL_NO_TP,0,0.0,-1.0,0.283527,0.071853,-1.355379,1796.312693,12.07069,0.01,False,-16.360363,1174.576567
GBP_JPY,DOWN,2023-12-20 17:10:00+09:00,2023-12-20 18:25:00+09:00,181.745,0.281385,SL_INITIAL_NO_TP,0,0.0,0.653047,0.103062,0.025836,0.524149,645.894251,11.745766,0.01,False,6.156534,1180.733101
GBP_JPY,DOWN,2023-12-20 21:05:00+09:00,2023-12-20 21:10:00+09:00,181.531,0.055277,SL_INITIAL_NO_TP,0,0.0,-1.0,0.524627,0.13136,-1.655987,3284.002879,8.988521,0.007613,True,-14.884875,1165.848226
GBP_JPY,DOWN,2023-12-21 08:05:00+09:00,2023-12-21 10:55:00+09:00,181.253,0.239082,SL_INITIAL_NO_TP,0,0.0,1.790324,0.121297,0.030325,1.638702,758.120645,11.658482,0.01,False,19.104782,1184.953008
GBP_JPY,DOWN,2023-12-21 11:05:00+09:00,2023-12-21 16:05:00+09:00,180.606,0.304587,SL_INITIAL_NO_TP,0,0.0,-1.0,0.095211,0.023718,-1.118929,592.954572,11.84953,0.01,False,-13.258785,1171.694223
GBP_JPY,DOWN,2023-12-21 22:05:00+09:00,2023-12-21 22:30:00+09:00,180.634,0.157764,SL_INITIAL_NO_TP,0,0.0,-1.0,0.183819,0.045799,-1.229618,1144.966473,11.716942,0.01,False,-14.407363,1157.286859
GBP_JPY,DOWN,2023-12-21 23:05:00+09:00,2023-12-21 23:10:00+09:00,180.439,0.093549,SL_INITIAL_NO_TP,0,0.0,-1.0,0.309997,0.077153,-1.38715,1928.813634,11.572869,0.01,False,-16.053302,1141.233557
GBP_JPY,DOWN,2023-12-22 00:15:00+09:00,2023-12-22 01:20:00+09:00,180.214,0.243858,SL_INITIAL_NO_TP,0,0.0,1.277322,0.118922,0.02956,1.12884,739.012481,11.412336,0.01,False,12.882701,1154.116258
USD_JPY,UP,2024-01-11 22:40:00+09:00,2024-01-11 23:10:00+09:00,145.924,0.422174,SL_INITIAL_NO_TP,0,0.0,0.595683,0.049742,0.013826,0.532114,345.6486,11.541163,0.01,False,6.141219,1160.257477
EUR_JPY,DOWN,2024-02-12 17:55:00+09:00,2024-02-12 19:00:00+09:00,160.713,0.104825,SL_INITIAL_NO_TP,0,0.0,0.636728,0.238492,0.061326,0.33691,1533.148991,11.602575,0.01,False,3.909027,1164.166504
EUR_JPY,DOWN,2024-02-12 19:10:00+09:00,2024-02-12 20:55:00+09:00,160.601,0.107209,SL_INITIAL_NO_TP,0,0.0,0.923398,0.23319,0.059921,0.630287,1498.020884,11.641665,0.01,False,7.337592,1171.504096
EUR_JPY,DOWN,2024-02-12 21:00:00+09:00,2024-02-12 22:10:00+09:00,160.46,0.08705,SL_INITIAL_NO_TP,0,0.0,-1.0,0.287193,0.073733,-1.360925,1843.317519,11.715041,0.01,False,-15.943297,1155.560799
GBP_JPY,UP,2024-02-13 16:45:00+09:00,2024-02-13 20:15:00+09:00,189.238,0.216021,SL_INITIAL_NO_TP,0,0.0,0.768865,0.134246,0.035041,0.599579,876.015235,11.555608,0.01,False,6.928494,1162.489294
GBP_JPY,UP,2024-02-13 22:10:00+09:00,2024-02-13 22:25:00+09:00,189.357,0.084656,SL_INITIAL_NO_TP,0,0.0,-1.0,0.342561,0.089471,-1.432032,2236.770476,11.624893,0.01,False,-16.647218,1145.842076
USD_JPY,UP,2024-02-13 22:40:00+09:00,2024-02-13 23:15:00+09:00,150.313,0.216135,SL_INITIAL_NO_TP,0,0.0,0.252171,0.097162,0.027818,0.127191,695.460006,11.458421,0.01,False,1.457406,1147.299481
GBP_JPY,UP,2024-02-13 23:05:00+09:00,2024-02-14 01:05:00+09:00,189.457,0.211072,SL_INITIAL_NO_TP,0,0.0,1.123875,0.137394,0.035904,0.950577,897.596008,11.458421,0.01,False,10.892112,1158.191593
USD_JPY,UP,2024-02-13 23:30:00+09:00,2024-02-14 03:00:00+09:00,150.474,0.30534,SL_INITIAL_NO_TP,0,0.0,0.979612,0.068776,0.019712,0.891124,492.807441,11.472995,0.01,False,10.223863,1173.750815
GBP_JPY,UP,2024-02-14 01:20:00+09:00,2024-02-14 01:45:00+09:00,189.807,0.182309,SL_INITIAL_NO_TP,0,0.0,0.661379,0.159071,0.041645,0.460663,1041.130423,11.581916,0.01,False,5.335359,1163.526952
GBP_JPY,UP,2024-02-14 01:55:00+09:00,2024-02-14 04:00:00+09:00,189.968,0.164558,SL_INITIAL_NO_TP,0,0.0,-1.0,0.176229,0.046176,-1.222406,1154.410635,11.63527,0.01,False,-14.223019,1159.527796
USD_JPY,UP,2024-02-14 04:05:00+09:00,2024-02-14 05:15:00+09:00,150.839,0.080487,SL_INITIAL_NO_TP,0,0.0,1.158389,0.26091,0.074963,0.822516,1874.069065,11.595278,0.01,False,9.537306,1169.065102
AUD_JPY,DOWN,2024-03-08 23:05:00+09:00,2024-03-09 03:05:00+09:00,97.619,0.170633,SL_INITIAL_NO_TP,0,0.0,1.190455,0.158234,0.022884,1.009337,572.098705,11.690651,0.01,False,11.799804,1180.864906
AUD_JPY,DOWN,2024-03-09 03:10:00+09:00,2024-03-09 03:45:00+09:00,97.377,0.068572,SL_INITIAL_NO_TP,0,0.0,0.75072,0.393747,0.056803,0.30017,1420.070895,11.808649,0.01,False,3.544597,1184.409503
USD_JPY,UP,2024-03-15 00:15:00+09:00,2024-03-15 09:25:00+09:00,148.283,0.211822,SL_INITIAL_NO_TP,0,0.0,0.740676,0.09914,0.028001,0.613534,700.034699,11.844095,0.01,False,7.266761,1191.676264
USD_JPY,UP,2024-03-15 09:35:00+09:00,2024-03-15 10:10:00+09:00,148.523,0.100431,SL_INITIAL_NO_TP,0,0.0,-1.0,0.209099,0.059154,-1.268253,1478.855078,11.916763,0.01,False,-15.113468,1176.562796
USD_JPY,UP,2024-03-15 11:10:00+09:00,2024-03-15 11:50:00+09:00,148.581,0.12381,SL_INITIAL_NO_TP,0,0.0,-1.0,0.169615,0.048003,-1.217617,1200.071307,11.765628,0.01,False,-14.326033,1162.236763
USD_JPY,UP,2024-03-15 17:05:00+09:00,2024-03-15 17:40:00+09:00,148.639,0.138509,SL_INITIAL_NO_TP,0,0.0,0.802619,0.151614,0.042925,0.608079,1073.132721,11.622368,0.01,False,7.067322,1169.304085
USD_JPY,UP,2024-03-15 18:05:00+09:00,2024-03-15 20:40:00+09:00,148.74,0.107101,SL_INITIAL_NO_TP,0,0.0,-1.0,0.196077,0.055551,-1.251628,1388.782551,11.693041,0.01,False,-14.635336,1154.668749
USD_JPY,UP,2024-03-19 17:10:00+09:00,2024-03-19 18:40:00+09:00,150.383,0.236172,SL_INITIAL_NO_TP,0,0.0,0.813913,0.088918,0.02547,0.699525,636.752028,11.546687,0.01,False,8.077198,1162.745947
USD_JPY,UP,2024-03-19 18:45:00+09:00,2024-03-19 20:15:00+09:00,150.628,0.16922,SL_INITIAL_NO_TP,0,0.0,-1.0,0.124099,0.035605,-1.159704,890.132317,11.627459,0.01,False,-13.484414,1149.261533
